cust_code,first_shop_date,last_shop_date,previous_shop_date,dur_from_last_date,weekday_count,holiday_count,shop_morning_count,shop_afternoon_count,shop_evening_count,shop_night_count,no_of_visit,mtbp,no_visit_week,avg_weekly_visit,percent_active_weeks,total_spend,avg_weekly_spend,avg_spend,std_spend,spend_last_1_mth,spend_last_3_mth,spend_last_6_mth,arpu,avg_prod40_d1_spend,avg_prod40_d2_spend,avg_prod40_d3_spend,avg_prod40_d4_spend,avg_prod40_d5_spend,avg_prod40_d6_spend,avg_prod40_d7_spend,avg_prod40_d8_spend,avg_prod40_d9_spend,prop_basket_s,prop_basket_m,prop_basket_l,prop_small_shop,prop_full_shop,prop_top_up,avg_dom_fresh_spend,avg_dom_mixed_spend,avg_dom_grocery_spend,avg_dom_nonfood_spend,cust_lifestage
CUST0000453659,7/23/2006,4/7/2008,12/23/2006,90,6,5,6,4,1,0,11,56.73,10,0.4,8.55,215.63,21.56,53.91,2.48,0,23.37,23.37,215.63,2.55,26.14,10.49,1.81,14.84,0,0,4.19,0,0.75,2.5,24,3.25,13.75,10.25,25.55,43.45,8.3,9.95,
CUST0000193593,8/28/2006,6/1/2008,4/14/2008,35,8,2,3,4,2,1,10,64.3,10,0.6,8.55,241.55,24.15,40.26,2.3,0,70.25,70.25,241.55,3.96,29.93,21.73,0,2.71,0,0,0,0,1,2.17,15.83,3.17,14.17,1.67,44.43,0,12.36,3.53,YF
CUST0000505771,2/4/2008,4/27/2008,4/26/2008,70,15,7,8,11,4,0,22,3.77,10,0.2,8.55,89.03,8.9,44.52,1.9,0,12.13,89.03,89.03,7.36,17.68,14.19,0,16.75,0,0,4,0,13.5,11,0,24.5,0,0,22.69,11.2,7.63,17.18,OT
CUST0000314122,4/20/2006,5/30/2008,2/24/2008,37,9,2,0,3,5,3,11,70.09,10,0.9,8.55,290.43,29.04,32.27,3.46,0,16.15,67.94,290.43,1.94,10.35,9.28,1.23,4.2,0,0,19.78,1.11,0.22,0,16.56,0.22,8.56,8,20.69,25.65,29.51,0,OT
CUST0000007712,10/6/2006,6/1/2008,5/11/2008,35,7,3,2,4,4,0,10,60.4,10,0.7,8.55,94.28,9.43,13.47,2.78,0,25.87,68.75,94.28,1.6,9.01,3.4,0.97,0,0,0,12.51,0.42,0.86,2.29,2.71,3.14,0,2.71,10.95,18.87,0.42,0.97,YF
CUST0000077682,10/2/2007,7/3/2008,6/11/2008,3,13,3,1,6,7,5,16,17.19,10,0.4,8.55,152.48,15.25,38.12,1.09,18.71,18.71,18.71,152.48,7,15.39,14.31,3.58,3.02,0,0,0,0,1.25,16.75,7.5,9,0,16.5,27,21.55,16.91,0,OT
CUST0000019198,4/15/2006,6/20/2008,5/27/2008,16,7,3,3,4,3,0,10,79.7,10,0.8,8.55,153.97,15.4,19.25,2.46,4.23,13.35,49.19,153.97,2.24,18.19,7.04,4.23,5.86,0,0,9.84,0,0.5,1.25,5.25,1.13,2.13,3.75,15.21,27.22,9.12,4.23,YF
CUST0000733782,6/10/2006,3/1/2007,2/26/2007,493,9,3,5,4,2,1,12,22,10,0.5,8.55,56.96,5.7,11.39,1.95,0,0,0,56.96,3.08,5.57,0.73,0,0,7.69,0,0,0,1.8,3,0,4.6,0,0,8.67,0,3.93,0,OT
CUST0000145018,4/20/2006,6/22/2008,1/31/2008,14,7,3,0,3,0,7,10,79.4,10,0.9,8.55,56.37,5.64,6.26,1.42,2.57,2.57,2.96,56.37,0,3.98,2.07,7.86,2.05,0,0,0,0,1,1.78,1.11,1.89,0,2,9.02,7.02,0.39,4.93,YF
CUST0000686475,8/22/2007,5/20/2008,2/13/2008,47,8,5,9,4,0,0,13,20.92,10,0.5,8.55,26.83,2.68,5.37,0.74,0,2.63,8.96,26.83,0.88,2.42,3.58,1.09,0,0,0,0,0,2.8,1.4,0,4.2,0,0,2.16,1.84,4.83,0,OA
CUST0000817961,4/17/2006,6/25/2008,5/28/2008,11,10,2,4,3,1,4,12,66.67,10,0.5,8.55,59.44,5.94,11.89,2.55,11.38,20.59,20.59,59.44,1.37,10.21,1.3,0,1.04,0,0,5.62,0,2.2,3,0,4.4,0,0.8,11.66,5.69,0.85,0,OA
CUST0000591640,6/14/2006,4/12/2008,12/23/2007,85,10,7,8,8,1,1,17,39.29,10,0.6,8.55,129.11,12.91,21.52,2.22,0,2.04,2.04,129.11,2.68,11.79,4.78,4.23,2.27,0,0,12.55,0,1.33,5,4.33,4.83,2.5,3.33,11.55,14.8,13.96,4.1,
CUST0000676683,7/15/2006,6/25/2008,5/16/2008,11,6,4,3,6,1,0,10,71.1,10,0.7,8.55,92.21,9.22,13.17,2.43,17.92,25.38,61.35,92.21,1.26,6.37,7.63,0.02,1.39,0,0,0,0,0,3.86,3.57,4.57,0,2.86,5.1,25.74,17.92,0,
CUST0000928030,8/19/2006,4/28/2008,3/26/2008,69,8,2,0,5,4,1,10,61.8,10,0.6,8.55,105.05,10.5,17.51,2.05,0,5.67,63.6,105.05,2.34,8.15,8.57,0,4.47,0,0,0,0,0,2.17,4.67,2.17,0,4.67,14.47,12.06,5.59,17.58,YF
CUST0000030095,11/14/2006,7/2/2008,5/3/2008,4,8,2,2,8,0,0,10,59.6,10,0.8,8.55,49.97,5,6.25,2.42,0.31,4.47,8.19,49.97,1.15,4.23,1.88,0.33,0.27,0,0,13.65,0,0.5,2.25,1.63,0.88,0,3.5,8.28,3.61,21.64,0.31,PE
CUST0000426156,5/31/2006,3/30/2008,8/27/2007,98,9,2,1,3,5,2,11,60.82,11,0.73,9.4,160.52,14.59,20.07,1.38,0,0,5.84,160.52,2.94,11.18,4.82,5.18,1.68,0,0,0,0,0,2.13,10.5,2.13,5.38,5.13,18.62,16.86,0,0,YF
CUST0000858368,3/20/2007,5/15/2008,5/13/2008,52,8,5,1,4,6,2,13,32.46,11,0.64,9.4,119.03,10.82,17,2.15,0,39.68,61.49,119.03,1.09,5.07,10.82,10.62,0.64,0,0,0,0.01,0.29,1.29,6.57,1.57,0,6.57,5.22,23.27,11.18,0,
CUST0000555502,7/31/2006,6/26/2008,3/27/2008,10,14,2,3,8,3,2,16,43.5,11,0.73,9.4,129.17,11.74,16.15,1.74,5.08,5.08,6.84,129.17,2.39,12.51,3.32,2.05,2.81,0,0,0,0,0.25,7,4,3.13,0,8.13,17.72,8.3,6.59,0.79,YA
CUST0000648943,8/16/2006,4/22/2008,4/21/2008,75,12,1,4,4,5,2,13,47.31,11,0.64,9.4,140.94,12.81,20.13,2.18,0,24.78,42.51,140.94,2.48,8.57,5.91,2.97,1.96,0,0,12.1,1.11,0.14,7,4.86,5.29,0,6.71,9.7,15.57,7.29,0,
CUST0000100647,8/15/2006,6/22/2008,4/30/2008,14,12,1,3,9,0,1,13,52.08,11,0.73,9.4,168.09,15.28,21.01,3.87,4.05,5.03,37.26,168.09,2.71,9.83,8.72,0,4.01,0,0,21.59,0,0.88,2,4.38,2.88,2.13,2.25,7.81,30.77,74.83,0,YF
CUST0000476115,3/3/2007,6/27/2008,2/12/2008,9,11,5,4,10,1,1,16,30.13,11,0.55,9.4,269.63,24.51,44.94,1.25,2.11,2.11,44.42,269.63,5.19,28.65,9.48,1.58,6.45,0,0,0,4.02,0.83,3.5,25.33,3.33,19.33,7,38.09,45.13,4.02,5.46,YF
CUST0000580266,5/6/2006,6/26/2008,4/20/2008,10,7,4,0,0,1,10,11,71.09,11,0.55,9.4,5.75,0.52,0.96,0.23,0.43,1.41,1.41,5.75,0,0.98,0.76,0,0,0,0,0,0,1.83,0,0,1.83,0,0,0.98,0,0.76,0,YF
CUST0000543447,5/20/2006,7/1/2008,2/14/2007,5,9,4,1,5,5,3,13,59.46,11,0.45,9.4,51.81,4.71,10.36,2.93,2.28,2.28,2.28,51.81,0.85,1.65,1.44,0,0,0,0,15.41,0,2.6,0.6,0,3.2,0,0,1.38,0,11.92,0,OA
CUST0000700826,9/5/2006,5/28/2008,2/27/2008,39,10,2,3,9,0,0,12,52.58,11,0.73,9.4,193.65,17.6,24.21,2.37,0,17.52,31.68,193.65,1.19,18.02,5.27,0,6.15,0,0,0,0,0,6,4.75,3.38,0,7.38,21.61,20.79,0,0,OA
CUST0000272467,5/8/2006,4/10/2007,2/4/2007,453,8,4,6,5,2,0,12,28.08,11,0.45,9.4,95.26,8.66,19.05,1.45,0,0,0,95.26,2.34,12.7,2.84,0,5.86,0,0,0,0,0.8,7.6,2.6,4.6,0,6.4,15,10.64,3.33,0,PE
CUST0000360617,9/26/2006,6/28/2008,4/27/2008,8,6,6,5,4,1,2,12,53.42,11,0.55,9.4,289.42,26.31,48.24,3.02,35.54,69.25,69.25,289.42,13.1,20,23.01,11.22,5.31,0,0,10.5,0,0.83,1,15.5,1.83,3,12.5,12.91,47.29,46.17,4.67,YA
CUST0000512455,11/13/2006,5/3/2008,5/6/2007,64,9,4,0,2,7,4,13,41.31,11,0.36,9.4,159.22,14.47,39.81,1.73,0,4.26,4.26,159.22,9,17.26,36.84,0,7.51,0,0,0,0,0.25,9,12.5,4.25,3.75,13.75,7.53,66.68,3.26,0,YA
CUST0000741649,7/21/2006,7/6/2008,6/30/2008,0,9,5,4,7,3,0,14,51.14,11,0.64,9.4,104.71,9.52,14.96,2,2.48,17.21,17.21,104.71,3.82,9.49,2.42,0,2.48,0,0,11.31,0,1.71,2.43,4.43,1.71,0,6.86,13.65,14.92,0.27,2.28,
CUST0000111606,7/12/2006,4/3/2008,3/9/2008,94,8,3,0,3,4,4,11,57.36,11,0.73,9.4,146.46,13.31,18.31,2.86,0,0,62.44,146.46,2.45,9.04,2.85,3.58,1.82,0,0,10.22,0,0,1.13,8.5,1.38,1.5,6.5,18.09,9.23,8.55,0,OT
CUST0000277685,8/23/2006,5/6/2008,12/23/2007,61,7,4,2,2,5,3,11,56.55,11,0.64,9.4,320.35,29.12,45.76,2.84,0,24.28,24.28,320.35,3.39,21.65,11.79,0,3.28,0,0,32.25,0,0.14,2.43,24,0.57,19.57,6.43,25.93,37.07,38.86,0,OT
CUST0000547782,11/2/2006,7/4/2008,6/10/2008,2,9,4,5,6,2,0,13,46.92,11,0.55,9.4,269.53,24.5,44.92,4.83,49.61,60.06,60.06,269.53,3.25,15.56,8.55,25.3,1.24,0.96,0,22.14,0,0.17,5.33,12.83,1.83,4.83,11.67,24.21,47.27,9.94,25.3,OT
CUST0000765440,9/15/2006,6/17/2008,6/1/2008,19,9,2,0,6,3,2,11,58.27,11,0.73,9.4,54.15,4.92,6.77,1.33,1.38,2.22,9.52,54.15,2.54,4.55,2.98,5.14,3.02,0,0,0,0,1.38,1,2,1.88,0,2.5,6.25,6.78,0,3.73,OT
CUST0000093261,4/17/2006,5/19/2008,4/28/2008,48,12,0,0,3,4,5,12,63.58,11,0.36,9.4,43.44,3.95,10.86,0.77,0,7.72,7.72,43.44,1.15,6.97,2.33,0,1.4,0,0,0,0,1.25,8.5,0,2.75,0,7,7.33,7.57,2.19,0,YF
CUST0000860647,12/5/2006,1/20/2008,1/6/2008,168,8,5,1,4,2,6,13,31.62,11,0.36,9.4,64.38,5.85,16.09,1.35,0,0,12.36,64.38,3.11,15.16,8.38,0,0.75,0,0,3.39,0,1.75,6.25,2.5,8,0,2.5,9.16,11.6,5.23,0.44,
CUST0000301025,5/28/2006,6/28/2008,3/4/2008,8,8,3,2,2,2,5,11,69.27,11,0.73,9.4,213.41,19.4,26.68,3.16,36.07,36.07,48.55,213.41,1.57,13.71,8.94,0,5.86,0,0,16.47,0,0.38,0.88,9.13,0.25,1.5,8.5,18.83,20.65,36.07,3.92,OT
CUST0000309691,6/22/2006,5/14/2008,5/26/2007,53,9,2,2,3,2,4,11,62.91,11,0.55,9.4,47.62,4.33,7.94,0.88,0,8.52,8.52,47.62,2.08,2.7,2.45,0,1.72,0,0,3.81,0,1,4.33,0,3.33,0,2,6.2,5.08,5.2,2.13,
CUST0000363524,9/23/2006,6/19/2008,6/17/2008,17,11,4,0,5,9,3,15,42.33,11,0.55,9.4,100.31,9.12,16.72,2.48,10.09,20.46,20.46,100.31,0.98,7.85,4.5,0,5.67,0,0,15.48,0,1.5,3.83,3,4.67,0,3.67,6.53,10.92,6.63,4,YA
CUST0000074994,5/12/2006,6/24/2008,5/12/2008,12,11,1,1,5,3,3,12,64.5,11,0.82,9.4,161.38,14.67,17.93,2.01,6.64,31.14,31.14,161.38,4.2,13.18,1.42,0,0.68,0,0,0,0,0.11,1.78,6.78,1.89,0,6.78,17.93,0,0,0,OT
CUST0000501703,12/24/2006,6/5/2008,5/21/2008,31,8,3,3,4,4,0,11,48.09,11,0.45,9.4,329.35,29.94,65.87,2.31,0,92.53,92.53,329.35,4.69,33.06,14.99,14.21,4.61,0,0,0,0,0,2.2,34,2.2,34,0,36.11,49.46,0,18.27,YA
CUST0000733271,5/15/2006,6/28/2008,5/24/2008,8,9,5,0,4,7,3,14,55.36,11,0.64,9.4,121.18,11.02,17.31,1.73,7.17,11.54,11.54,121.18,3.67,7.91,4.84,2,6.33,0,0,19.29,0,0.86,5,4.14,2.71,2.71,4.57,5.89,22.93,0,0,
CUST0000038693,1/22/2008,6/18/2008,4/6/2008,18,13,4,1,11,3,2,17,8.71,11,0.27,9.4,110.16,10.01,36.72,0.87,9.89,23.46,110.16,110.16,5.8,16.88,4.57,0.41,19.18,0,0,0,0,4.33,8,15.33,4.33,0,23.33,28.31,24.86,0,3.84,OT
CUST0000135248,7/3/2006,4/22/2008,3/23/2008,75,7,4,3,4,2,2,11,59.91,11,0.64,9.4,364.52,33.14,52.07,1.4,0,28.61,87.4,364.52,4.43,33.07,12.99,2.22,2.96,0,0,0,0,0.14,0,32.57,0.14,32.57,0,44.85,36.79,10.92,0,
CUST0000602918,5/2/2006,5/20/2008,11/14/2007,47,7,4,2,7,1,1,11,68.09,11,0.73,9.4,23.37,2.12,2.92,0.79,0,0.9,0.9,23.37,0.15,1.71,1.86,1.38,1.77,0,0,0,0,1.25,1,0,2.25,0,0,1.6,2.94,0,2.27,OT
CUST0000985155,5/1/2006,7/3/2008,7/2/2008,3,10,2,3,5,4,0,12,66.17,11,0.64,9.4,103.75,9.43,14.82,1.04,27.13,30.76,30.76,103.75,2.28,13.56,2.15,0,1.44,0,0,0,0,0.86,2.86,6.71,1.29,0,9.14,16.87,6.07,3.63,0,
CUST0000203551,5/2/2006,3/3/2008,2/27/2008,125,8,3,2,6,1,2,11,61,11,0.73,9.4,146.88,13.35,18.36,1.29,0,0,3.2,146.88,4.52,8.96,3.7,2.06,4.82,0,0,0,0,0.13,0.75,13.13,0.88,5.5,7.63,14.14,25.39,0,0,PE
CUST0000777817,7/10/2006,7/2/2008,5/18/2008,4,10,4,7,4,0,4,14,51.64,11,0.55,9.4,64.16,5.83,10.69,2.77,1.02,8.03,8.03,64.16,1.45,3.43,3.53,0,4.64,0,0,15.85,0,1.67,4.17,0,5.83,0,0,3.51,6.4,7.38,5.66,OT
CUST0000873425,8/6/2006,6/8/2008,6/2/2008,28,10,5,0,10,5,0,15,44.8,12,0.5,10.26,48.61,4.05,8.1,0.81,4.21,17.45,21.66,48.61,0.3,4.59,4.35,0,0.68,0,0,0,0,1.83,4.17,2,4.17,0,3.83,6.82,2.51,4.07,0,OT
CUST0000433977,5/1/2006,7/1/2008,5/28/2008,5,10,2,9,3,0,0,12,66,12,0.5,10.26,364.51,30.38,60.75,4.15,69.76,137.27,137.27,364.51,2.37,20.06,12.96,0.11,13.01,0,0,27.36,0,0.33,3.83,18,0.83,14.83,6.5,6.73,42.13,38.36,25.34,
CUST0000957776,4/10/2006,4/18/2007,2/10/2007,445,10,4,2,8,2,2,14,26.64,12,0.5,10.26,150.71,12.56,25.12,3.97,0,0,0,150.71,5.33,11.99,4.71,3.84,1.66,0,0,35.84,1.11,1,4.17,5.17,5.83,0,4.5,16.56,28.04,5.07,2.7,OA
CUST0000434489,4/10/2006,5/29/2008,4/17/2008,38,10,3,3,10,0,0,13,60,12,0.67,10.26,514.03,42.84,64.25,4.57,0,40.63,195.5,514.03,7.95,37.25,8.44,0,2.51,0,0,18.56,6.37,0.25,0.13,17.63,0.38,10.38,7.25,47.29,76.73,0.02,0,OT
CUST0000779849,4/29/2006,6/27/2008,6/10/2008,9,7,5,1,8,2,1,12,65.83,12,0.75,10.26,108.74,9.06,12.08,1.23,16.99,16.99,16.99,108.74,0.98,7.72,2.93,3.06,0,0,0,4.96,0,0.11,4,3.33,0.78,0,6.67,10.46,17.54,0.43,0,YF
CUST0000357071,9/30/2007,4/25/2008,3/29/2008,72,9,5,0,6,3,5,14,14.86,12,0.33,10.26,50.14,4.18,12.54,1.22,0,2.49,11.62,50.14,0,6.64,3.35,1.61,2.47,4.53,0,0,3.33,1.5,6.5,0,6.5,0,1.25,7.23,8.1,3.5,3.18,OA
CUST0000019732,2/12/2007,6/2/2008,3/26/2008,34,11,5,2,4,6,4,16,29.75,12,0.58,10.26,247.62,20.64,35.37,1.34,0,33.73,109.87,247.62,9.57,16.41,9.6,0.59,2.36,0,0,0,3.57,0.43,2.14,19.71,3.57,16.29,2.29,34.27,33.29,3.52,0,YF
CUST0000740681,9/16/2006,5/27/2008,12/14/2007,40,7,5,1,6,2,3,12,51.58,12,0.67,10.26,11.18,0.93,1.4,0.38,0,0.56,0.56,11.18,0,1.16,1.38,0,0.37,0,0,0,0,1.75,0.38,0,2.13,0,0,1.16,0,1.38,0.37,YA
CUST0000861484,12/18/2006,6/28/2008,4/6/2008,8,8,4,5,6,1,0,12,46.5,12,0.67,10.26,21.89,1.82,2.74,0.78,1.99,2.5,2.5,21.89,0.65,2.24,0.79,3.07,0,0,0,0,0,2,0.38,0,2.38,0,0,2.47,1.99,0.83,3.07,YA
CUST0000003287,5/2/2006,5/10/2008,2/24/2008,57,8,5,1,8,0,4,13,56.85,12,0.67,10.26,254.1,21.18,31.76,1.51,0,1.82,42.99,254.1,1.92,18.18,9.4,0,8.41,0,0,0,1.97,0.5,1.88,19.63,1.88,18.25,1.88,16.58,39.75,1.97,1.82,YF
CUST0000437165,10/30/2006,4/14/2008,3/17/2008,83,9,3,2,8,0,2,12,44.33,12,0.58,10.26,291.93,24.33,41.7,3.08,0,5.12,224.53,291.93,1.93,26.62,10.29,9.85,5.48,0,0,18.15,0,0.86,2.14,13.14,2.14,10.14,3.86,50.64,26.37,0,5.12,YA
CUST0000364227,9/22/2006,4/11/2008,10/11/2007,86,10,3,5,5,3,0,13,43.62,12,0.58,10.26,83.8,6.98,11.97,1.16,0,0.6,0.6,83.8,1.79,9.53,4.03,2.55,3.43,0,0,0,0,0.86,2.57,4.29,2.86,0,4.86,17.61,3.81,3.14,2.13,YA
CUST0000431111,4/25/2006,5/13/2008,4/28/2008,54,10,4,0,1,6,7,14,53.5,12,0.33,10.26,52.57,4.38,13.14,0.6,0,9.01,9.01,52.57,2.94,4.12,5.51,0,5.25,0,0,0,0,2.25,10,1.5,5.5,0,8.25,3.18,8.09,5.19,0,OT
CUST0000079699,6/28/2006,5/12/2008,11/10/2007,55,10,2,4,3,2,3,12,57,12,0.67,10.26,95.53,7.96,11.94,1.33,0,4.34,4.34,95.53,1.7,9.17,2.96,0.11,3.43,0,0,0,0,0.88,3.75,2.25,3.75,2.25,0.88,11.39,5.26,0,0,
CUST0000329524,10/12/2006,7/1/2008,6/6/2008,5,12,5,4,9,5,0,17,36.94,12,0.58,10.26,233.72,19.48,33.39,4.84,19.51,55.12,55.12,233.72,2.29,14.19,8.07,0.82,3.3,0,0,30.04,1.98,0.57,4.57,7.86,3.14,2.14,7.71,11.42,15.24,23.21,0,OA
CUST0000482108,4/15/2006,6/16/2008,5/4/2008,20,11,2,3,9,2,0,13,61,12,0.75,10.26,425.05,35.42,47.23,4.67,9.71,62.62,62.62,425.05,2.52,12.8,31.85,1.74,6.77,0,0,10.11,0,0.56,1.22,11.44,0.89,7.56,4.78,12.97,25.41,51.82,0,YF
CUST0000971332,9/22/2006,6/17/2008,5/22/2008,19,13,1,1,0,3,10,14,45.29,12,0.83,10.26,427.48,35.62,42.75,2.91,15.84,50.36,102.97,427.48,6.55,11.06,15.81,1.26,6.51,0,0,32.06,0,0.1,1,20.4,1.1,18.2,2.2,0,36.79,33.74,1.26,
CUST0000002813,7/31/2007,4/12/2008,3/21/2008,85,8,4,0,1,2,9,12,21.33,12,0.42,10.26,145.02,12.09,29,1.07,0,8.71,43.5,145.02,3.68,17.21,8.71,0,0.73,0,0,0,0,0,3.6,15.8,1.2,0,18.2,18.93,22.43,5.52,0,OT
CUST0000744797,6/18/2006,4/13/2008,2/13/2008,84,7,6,3,4,5,1,13,51.15,12,0.67,10.26,157.59,13.13,19.7,1.2,0,13.28,26.56,157.59,0.59,11.19,8.97,1.99,3.36,0,0,0,0,0.63,0,16,0.63,9.63,6.38,0.56,22.21,1.54,0,OF
CUST0000195880,11/9/2006,4/8/2008,4/7/2008,89,10,5,2,9,4,0,15,34.4,13,0.62,11.11,97.95,7.53,12.24,1.35,0,9.78,19.75,97.95,5.76,18.94,2.85,2.46,0.34,0,0,0,0,0.5,2,4.88,2.13,0,4.88,24.52,9.75,1.17,2.46,OA
CUST0000612841,5/8/2006,7/1/2008,6/28/2008,5,9,7,5,2,4,5,16,49.06,13,0.69,11.11,32.47,2.5,3.61,0.72,8.09,8.09,10.6,32.47,0.89,1.78,1.95,0,1.33,0,0,0,0,2.22,1,0,3.22,0,0,2.52,1.77,2.33,1.56,YF
CUST0000627121,4/12/2006,7/3/2008,5/25/2008,3,12,3,4,7,1,3,15,54.2,13,0.77,11.11,113.94,8.76,11.39,2.63,1.76,10.03,33.73,113.94,2.21,10.6,1.34,0,1.92,0,0,15.48,1.97,1,2,2.7,1.1,0,4.6,15.13,0,1.23,1.56,
CUST0000817553,10/8/2006,5/29/2008,4/18/2008,38,9,9,2,6,9,1,18,33.28,13,0.69,11.11,281.12,21.62,31.24,1.96,0,20.72,62.14,281.12,2.03,15.76,7.84,0.42,7.11,0,0,9.27,0,0.89,1.78,15.78,1.11,5.22,12.11,20.57,24.44,0,1.64,OT
CUST0000922284,5/24/2006,5/20/2008,2/16/2008,47,11,3,1,4,4,5,14,51.93,13,0.69,11.11,29.24,2.25,3.25,2.34,0,0.91,1.82,29.24,0.65,0,2.73,9.48,0,0,0,0,0,1.11,0.44,0,1.56,0,0,0.65,0,2.73,9.48,YF
CUST0000580909,1/7/2008,6/30/2008,5/21/2008,6,22,1,0,8,9,9,23,7.61,13,0.31,11.11,191.45,14.73,47.86,2.29,4.24,27.26,191.45,191.45,0,24.43,4.27,0,3.69,0,0,32.46,0,5.5,7.5,5.5,10.75,0,7.75,21.68,25.16,33.75,0,OT
CUST0000715152,6/10/2006,7/6/2008,6/7/2008,0,8,6,11,0,3,0,14,54.07,13,0.62,11.11,10.35,0.8,1.29,0.26,1.49,1.49,4.32,10.35,0,0.98,0.48,0,1.13,0,0,0,0,1.75,0.13,0,1.88,0,0,0,1.51,0.48,1.06,
CUST0000709487,4/12/2006,6/27/2008,5/25/2008,9,11,4,4,8,3,0,15,53.8,13,0.54,11.11,191.3,14.72,27.33,1.64,8.52,29.28,29.28,191.3,0.96,20.86,4.82,0,1.43,0,0,0,0,0.86,2.86,12.71,1.57,2.14,12.71,26.02,7.01,2.18,0,OA
CUST0000673289,4/28/2006,5/22/2008,2/5/2007,45,13,1,4,6,3,1,14,53.93,13,0.46,11.11,510.75,39.29,85.12,1.96,0,31.74,31.74,510.75,3.4,38.65,29.78,3.99,8.91,0,0,13.56,4.77,0,1.17,41.17,1.17,41.17,0,58.5,55.88,0,0,
CUST0000000689,7/22/2007,6/23/2008,5/31/2008,13,11,5,3,1,0,12,16,21.06,13,0.38,11.11,328.57,25.27,65.71,1.8,5.83,84.23,84.23,328.57,5.96,40.37,21.02,4.4,5,0,0,0,0,0.8,3.4,32.8,2.2,30,4.8,16.12,82.27,4.55,3.62,
CUST0000670886,10/11/2006,3/25/2008,3/19/2008,103,12,2,3,9,2,0,14,37.93,13,0.54,11.11,38.92,2.99,5.56,1.19,0,0,21.58,38.92,0,4.82,2.98,0,0.89,0,0,0,0,1.43,2.86,0,2.86,0,1.43,6.39,4.9,2.41,0.37,YA
CUST0000875523,9/4/2006,2/7/2008,12/13/2007,150,14,1,0,4,6,5,15,34.73,13,0.54,11.11,166.11,12.78,23.73,2.27,0,0,0.55,166.11,2.71,12.08,6.6,0,0.06,0,0,13.41,0,0.71,3,9.14,3.71,2.71,6.43,9.85,25.86,13.82,0,YA
CUST0000280015,6/12/2006,4/14/2008,1/16/2008,83,11,2,0,5,5,3,13,51.69,13,0.69,11.11,26.25,2.02,2.92,1.47,0,1.6,2.71,26.25,1.23,1.96,2.37,0,0,0,0,6.82,0,1.11,0.44,0,1.56,0,0,1.9,0,3.11,0,YF
CUST0000744116,8/30/2006,7/5/2008,6/29/2008,1,7,8,9,1,3,2,15,45,13,0.62,11.11,165.87,12.76,20.73,1.99,38.52,38.52,40.02,165.87,1.29,11.62,10.54,0,6.49,4.72,0,0,0,1.38,0.75,6.25,2.13,3.75,2.5,7.7,34.63,5.08,6.66,YA
CUST0000041078,12/23/2006,6/16/2008,5/26/2008,20,14,2,1,4,2,11,16,33.81,13,0.54,11.11,121.06,9.31,17.29,1.42,2.42,40.12,40.12,121.06,0.98,8.24,5.84,3.49,2.64,0,0,0,0,1.43,5,4,2.71,0,7.71,12.08,3.87,4.47,7.31,YA
CUST0000984029,1/12/2007,4/8/2008,1/4/2008,89,11,5,2,3,4,7,16,28.25,13,0.54,11.11,212.48,16.34,30.35,2.53,0,8.85,8.85,212.48,4.45,16.67,5.09,8.86,3.52,0,0,16.32,0,1,6.14,8.43,4.43,4,7,14.04,40.7,0,6.08,OA
CUST0000415649,7/26/2006,7/2/2008,10/25/2007,4,11,2,2,6,3,2,13,54.38,13,0.54,11.11,203.28,15.64,29.04,1.81,1.66,1.66,1.66,203.28,7.61,14.09,10.11,1.52,1.09,0,0,0,0,0.29,2.43,15.43,1.57,9.57,7,26.04,31.94,1.66,0,OF
CUST0000440311,5/21/2006,6/10/2008,6/7/2008,26,8,5,0,8,3,2,13,57.77,13,0.54,11.11,37.75,2.9,5.39,0.66,3.76,3.76,3.76,37.75,1.79,3,2.52,0,0.92,0,0,0,0,1.43,3.86,0,4.43,0,0.86,2.54,3.4,5.31,0,PE
CUST0000475627,2/14/2007,4/18/2008,2/25/2008,79,11,3,8,2,4,0,14,30.64,13,0.54,11.11,82.61,6.35,11.8,1.63,0,0.35,14.31,82.61,1.16,11.54,4.15,0,3.31,0,0,0,0,1,4.29,1.71,4.29,0,2.71,11.16,7.27,1.12,0,OT
CUST0000996042,1/19/2007,6/1/2008,5/1/2008,35,15,3,0,4,6,8,18,27.72,13,0.31,11.11,98.74,7.6,24.68,1.27,0,5.05,5.05,98.74,6.87,9.6,5.36,0,5.49,0,0,7.11,0,2,11.25,2.75,9.5,0,6.5,12.13,15.46,6.44,0,OF
CUST0000243426,5/15/2006,6/8/2008,5/3/2008,28,8,5,1,8,4,0,13,58.08,13,0.69,11.11,10.89,0.84,1.21,0.13,0.85,1.5,1.5,10.89,0.65,0.86,1.31,0,0,0,0,0,0,1.33,0.22,0,1.56,0,0,0.76,0,1.31,0,YF
CUST0000161217,1/3/2007,7/6/2008,6/27/2008,0,10,5,4,4,2,5,15,36.67,13,0.31,11.11,80.43,6.19,20.11,1.61,9.67,10.66,10.66,80.43,2.03,11.77,5.66,0,5.13,0,0,0,0,1.75,10,2,10.25,0,3.5,10.14,13.04,6.9,0,OA
